file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
m_gio010aes;Ya me lo has contado todo.;spanish;positive; Ya me lo has contado todo.;negative;negative
m_gio013aes;Ve a patita cabrón. Will se lleva el coche.;spanish;positive; Ve a patita, cabrón. Will se lleva el coche.;negative;negative
m_gio015aes;Vaya, que encanto de mujer.;spanish;positive; ¡Qué encanto de mujer!;positive;positive
m_gio016aes;Porque son aburridas, insoportables.;spanish;positive; Porque son aburridas, insoportables.;negative;negative
m_gio017aes;Eso es maravilloso.;spanish;positive; Eso es maravilloso.;positive;positive
m_gio018aes;Tranquilo es broma. De qué sirve estar chalado msi no puedes divertirte.;spanish;positive; Tranquilo, es broma de que sirve estar chalado si no puedes divertirte.;negative;negative
m_gio022aes;Como os quiero, chicos.;spanish;positive; Como os quiero chicos;positive;positive
m_gio023aes;Por primera vez en dieciocho años voy a poder estar al mando de mi propia vida. ¡Ay, Dios mío!;spanish;positive; Y por primera vez en 18 años voy a poder estar al mando de mi propia vida ¡Ay, Dios mío!;positive;positive
m_gio034aes;Pues en realidad tantas veces como puede.;spanish;positive; Pues en realidad tantas veces como puede.;negative;negative
m_gio041aes;Santo Dios bendito.;spanish;positive; ¡Santo Dios bendito!;positive;positive
m_gio041bes;Santo Dios, la Virgen y San José.;spanish;positive; ¡Santo Dios la Virgen y San José!;positive;positive
m_gio046aes;Tú podrías salir con una bocina y perseguirle por el ring.;spanish;positive; ...tú podrías salir con una bocina y perseguirle por el ring.;negative;negative
m_gio049aes;No comprenderá que se trata de un negro.;spanish;positive; ¿No comprenderá que se trata de un negro?;negative;negative
m_gio049bes;[no verbal] por favor.;spanish;positive; Por favor.;negative;negative
m_gio054aes;¿Cómo está?;spanish;positive; ¿Cómo está?;positive;positive
m_gio054bes;¿Qué le pasa en la cara?;spanish;positive; ¿Qué le pasa en la cara?;negative;negative
m_gio056aes;Gracias, no hay más preguntas.;spanish;positive; Gracias, no hay más preta.;positive;positive
m_gio058aes;Sr. Wheeler, es usted magnífico.;spanish;positive; Señor Wheeler, es usted magnífico.;positive;positive
m_gio062aes;[No verbal] eso es lógico. Medio capuchino marchando.;spanish;positive; Oh, eso es lógica. Medio capuchino marchando.;negative;negative
m_gio100aes;Esa mierda es lo mejor que he oído salir ;spanish;positive; Esa mierda es lo mejor que he oído salir.;negative;negative
m_gio101aes;Por favor, déjadle en paz.;spanish;positive; Por favor, dejadle en paz.;negative;negative
m_gio102aes;No sé. A las chicas les gusta.;spanish;positive; No sé, a las chicas les gusta.;negative;positive
m_gio103aes;¿Es esa la forma de hablarle a un invitado? ¿A un amigo de la familia?;spanish;positive; Eso de hablarles a un invitado, a un amigo de la familia.;negative;negative
m_gio104aes;¿Estás enfermo?;spanish;positive; Estás enfermo.;negative;negative
m_gio105aes;De puta madre. Ha resucitado.;spanish;positive; ¡De puta madre ha resucitado!;negative;negative
m_gio106aes;Seis putos kilos.;spanish;positive; ¡6 putos kilos!;negative;negative
m_gio107aes;De verdad tío este chaval es una pasada.;spanish;positive; De verdad tío, este chaval es una pasada.;positive;positive
m_gio108aes;He perdido la cuenta tío.;spanish;positive; He perdido la cuenta, tío.;negative;negative
m_gio108bes;Da igual, colega.;spanish;positive; No me importa que le diga.;negative;positive
m_gio110aes;Te vendría bien, un bien [no verbal].;spanish;positive; ¡Te vendría bien! ¡Un bien go!;positive;positive
m_gio111aes;¡Y ese es el segundo mejor invento!;spanish;positive; ¡Y ese es el segundo mejor invento!;positive;positive
m_gio119aes;Pero tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar ;spanish;positive; Pero, tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar...;negative;negative
m_gio123aes;¿Verdad que es extraño? [no verbal] tener muchos hijos.;spanish;positive; ¿Verdad que es extraño? Tener muchos hijos.;negative;negative
m_gio129aes;Preferiría no hacerlo yo mismo. ;spanish;positive; Preferiría no hacerlo yo mismo.;negative;negative
m_gio140aes;Cada uno tiene su propia idea de lo que es el paraíso. [no verbal];spanish;positive; Cada uno tiene su propia idea de lo que es el paraíso.;positive;negative
m_gio140bes;Pero a la parienta, a la parienta le parece el paraíso. [no verbal];spanish;positive; Pero a la parienta, a la parienta le parece el paraíso.;positive;negative
m_gio145aes;[No verbal] bien. Como le he dicho me obligan a preguntar si lo entiende.;spanish;positive; Bien, como le he dicho, me obligan a preguntárselo, ¿entiendes?;negative;negative
m_gio146aes;¿Qué tiene de malo reírse del secretario general del partido? [no verbal];spanish;positive; ¿Qué tiene de malo reírse del secretario general del partido?;negative;negative
m_gio146bes;Además, seguro de que ya me lo sé. [no verbal];spanish;positive; además seguro que ya me lo sé;negative;negative
m_rab006aes;¡Todo se hizo por ti!;spanish;negative; ¡Todo se hizo por ti!;positive;positive
m_rab006bes;¡Se hizo para que mejoraras!;spanish;negative; ¡Se hizo para que mejoraras!;positive;positive
m_rab006ces;Se hizo por amor.;spanish;negative; ¡Se hizo por amor!;positive;positive
m_rab021bes;¡Es de mi hija de quien estoy hablando!;spanish;negative; ¡Es de mi hija! ¿De quién estoy hablando?;positive;positive
m_rab021ces;¡Que todo el mundo cierre el pico!;spanish;negative; ¡Que todo el mundo cierre el pico!;negative;negative
m_rab021des;¡Cerrad el pico!;spanish;negative; ¡Cerrad el pico!;negative;negative
m_rab022aes;¿Por qué coño crees que estaba allí?;spanish;negative; ¿Por qué coño crees que estaba allí?;negative;negative
m_rab027aes;"Vamos, responde: ""¿Qué hay que comprender?";spanish;negative; ¡Vamos, responde! ¡Que hay que comprender!;positive;negative
m_rab029aes; y las procesas.;spanish;negative; y las procesas.;negative;negative
m_rab029bes;"Dices: ""Las malvadas fueron ellas, ellas son las culpables"".";spanish;negative; Dices las malvadas fueron ellas, ellas son las culpables.;negative;negative
m_rab029ces;Porque por casualidad una de las víctimas escribió un libro.;spanish;negative; Porque por casualidad una de las víctimas escribió un libro.;negative;negative
m_rab030ces;¿Quién lo sabía?;spanish;negative; ¿Quién lo sabía?;negative;negative
m_rab030des;¿Qué sabían?;spanish;negative; ¿Qué sabían?;negative;negative
m_rab030ees;Pues, ¿lo sabían todos?;spanish;negative; ¡Pues lo sabían todos!;positive;negative
m_rab045aes;Mírate, jodida ruina humana.;spanish;negative; ¡Mirá, te jodida ruina humana!;negative;negative
m_rab046aes;Exacto, está muerta joder. ¿Ella la palma y tú recoges tus fichas y te das el piro?;spanish;negative; ¡Exacto! ¡Está muerta, joder! Ella la palma y tú recoges tus fichas y te das el piro.;negative;negative
m_rab047aes;Te perdiste una mano de cojones. Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.;spanish;negative; ¡Perdiste una mano de cojones! Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.;negative;negative
m_rab050aes;¿Por qué crees que hace eso, Gerry? ¿Tienes alguna puta idea?;spanish;negative; ¿Por qué crees que haces eso, Sherry? ¿Tienes alguna puta idea?;negative;negative
m_rab053ces;Tú y todos los tuyos me consideráis un caso lamentable.;spanish;negative; Tú y todos los tuyos me consideráis un caso lamentable.;negative;negative
m_rab055aes;No se trata de ti, matemático gilipollas.;spanish;negative; ¡No se trata de ti, matemático gilipollas!;negative;negative
m_rab055bes;¡Se trata del chico!;spanish;negative; ¡Se trata del chico!;positive;positive
m_rab055ces;Y no voy a dejar que le jodas como estás intentando joderme a mí.;spanish;negative; No voy a dejar que le jodas como estás intentando joderme a mí.;negative;negative
m_rab064aes;¿Me has oído? ¡Cállate!;spanish;negative; ¿Me has oído? ¡Cállate!;negative;negative
m_rab067aes;O te corto en mil pedazos con esto.;spanish;negative; ¡Te corto en mil pedazos con esto!;negative;negative
m_rab070aes;Pues, no me tengas en ascuas sobre lo que piensas.;spanish;negative; ¡Pues no me tengas en asco a sobre lo que piensas!;negative;negative
m_rab071aes;Claro que es él, ¿qué aspecto tenía?;spanish;negative; ¡Claro que es él! ¿Qué aspecto tenís?;positive;negative
m_rab084aes;¡Pues deberías maldita sea!;spanish;negative; ¡Pues te verías, maldita sea!;negative;negative
m_rab087aes;¡Me da igual que le ames!;spanish;negative; ¡Me da igual que le ames!;positive;positive
m_rab087bes;Hazme caso!;spanish;negative; Hazme caso.;negative;positive
m_rab089bes;¡Hay un autobús lleno de muertos!;spanish;negative; Hay un autobús lleno de muertos.;negative;negative
m_rab089ces;¡¿Y podrían hacer daño a alguien?!;spanish;negative; ¿Y podrían hacer daño a alguien?;negative;negative
m_rab090aes;¿A quién? ¿A un amigo tuyo?;spanish;negative; ¿A quién? ¿A un amigo tuyo?;negative;negative
m_rab093aes;No, esa eres tú.;spanish;negative; No, esa eres tú.;negative;negative
m_rab095aes;Cierto, no me caes bien.;spanish;negative; ¡Cierto! ¡No me caes bien!;negative;negative
m_rab097aes;No estamos en el recreo.;spanish;negative; ¡No estamos en el recreo!;negative;negative
m_rab097bes;¡Esto es un asunto serio!;spanish;negative; Esto es un asunto serio.;negative;negative
m_rab099aes;¿Dices que soy un capullo?;spanish;negative; ¿Dices que soy un capullo?;negative;negative
m_rab110bes;Que no está preparado para ser médico y bajo mi responsabilidad ;spanish;negative; que no está preparado para ser médico y bajo mi responsabilidad.;negative;negative
m_rab119ces;¡Joder!;spanish;negative; ¡Joder!;negative;negative
m_tri001aes;Uno se siente muy …;spanish;negative; No se siente muy bien.;negative;negative
m_tri001bes;Sólo cuando le hace daño a alguien.;spanish;negative; Solo cuando le haces daño a alguien.;negative;negative
m_tri002aes;Te sientes como ;spanish;negative; Te es bien descomodado.;negative;negative
m_tri002bes; un extraño.;spanish;negative; Un extraño.;negative;negative
m_tri005aes;La quería.;spanish;negative; A que ría.;negative;negative
m_tri005bes;Muchísimo.;spanish;negative; muchísimo.;positive;positive
m_tri005ces;Por la noche nos sentábamos en la cocina ;spanish;negative; Por la noche nos sentábamos en la cocina.;negative;negative
m_tri005des; que éramos las dos únicas personas sobre la tierra.;spanish;negative; que éramos las dos únicas personas sobre la Tierra.;negative;negative
m_tri005ees;Rechazado.;spanish;negative; Rechazado.;negative;negative
m_tri007aes;Sobre las ocho.;spanish;negative; sobre las ocho.;negative;negative
m_tri007ces;Se fue a ver a Eve y Diane.;spanish;negative; Se fue a ver a Ify a dayar.;negative;negative
m_tri008aes;Nos íbamos el domingo.;spanish;negative; Nos llevamos el domingo.;positive;negative
m_tri008bes;Pensábamos casarnos allí.;spanish;negative; Pensábamos casarnos allí.;negative;negative
m_tri008ces;Ese era el plan saben.;spanish;negative; Ese era el plan, ¿saben?;negative;negative
m_tri009aes;La quería tanto.;spanish;negative; La que riga tanto.;negative;positive
m_tri009bes;Tiene nada igual.;spanish;negative; No tiene nada igual.;negative;negative
m_tri009ces;Nunca en la vida.;spanish;negative; Nunca en la vida.;negative;negative
m_tri011aes;Pero ahora quiere morir.;spanish;negative; Pero ahora quiere morir.;negative;negative
m_tri011bes;Y yo quiero que se quede conmigo.;spanish;negative; y yo quiero que se quede conmigo.;negative;negative
m_tri011ces;Lo juro por Dios, Padre;spanish;negative; Lo juro por Dios, padre.;positive;positive
m_tri011des;Es cometer un pecado el que haga.;spanish;negative; es cometer un pecado el que lo haga.;negative;negative
m_tri011ees;Manteniéndola viva la estoy matando.;spanish;negative; manteniendo la viva, la estoy empatando.;positive;negative
m_tri011fes;Lo entiendes.;spanish;negative; ¿Me entiendes?;negative;positive
m_tri011ges;Cómo lo resumido;spanish;negative; como lo resuelvo.;negative;negative
m_tri012aes;Fui a ver a Maggie esta mañana.;spanish;negative; fui a ver a Magui esta mañana.;positive;positive
m_tri012bes;Debías de haber salido.;spanish;negative; debías de haber salido.;negative;negative
m_tri014aes;Puede que no la firmes.;spanish;negative; Puede que no la firmes.;negative;negative
m_tri014bes;Y me das un poco más de tiempo.;spanish;negative; y me das un poco más de tiempo.;positive;positive
m_tri015aes;Hagas lo que hagas, Rosen tiene razón en una cosa.;spanish;negative; Hagas lo que hagas. Rosentía tiene razón en una cosa.;positive;negative
m_tri015bes;No debes quedarte.;spanish;negative; No debes quedarte.;negative;negative
m_tri015ces;Ya no soy de fiar.;spanish;negative; Ya no soy de fiar.;negative;negative
m_tri016aes;No lo sé.;spanish;negative; No lo sé.;negative;negative
m_tri016bes;Que el Dr. Rosen te lleve a casa de tu madre.;spanish;negative; que el Dr. Rosen te lleve a casa de tu madre.;negative;negative
m_tri020aes;Tú tienes ese don.;spanish;negative; Tú tienes ese don.;positive;positive
m_tri020bes;Sabes tratar a la gente.;spanish;negative; ¿Sabes trazar a la gente?;negative;positive
m_tri021aes;Les caes bien.;spanish;negative; Les caes bien.;positive;positive
m_tri021bes;Y si te vas, no aprenderé a hacerlo.;spanish;negative; Y si te vas, no aprenderé a hacerlo.;negative;negative
m_tri025aes;Hasta que una noche se enteró de que se había ;spanish;negative; Hasta que una noche se enteró de que se había...;negative;negative
m_tri028aes;Él no es la misma persona que era antes.;spanish;negative; Él no es la misma persona que era antes.;negative;negative
m_tri029aes;Apenas se hablan. Son como extraños.;spanish;negative; Apenas se hablan, son como extraños.;negative;negative
m_tri030bes;Porque siente que ;spanish;negative; porque siente que...;negative;negative
m_tri030ces; sería  como ayudar también al otro.;spanish;negative; sería como ayudar también al otro.;positive;positive
m_tri039aes;Otra familia, otra ;spanish;negative; Otra familia, otra...;negative;negative
