file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
m_rab070aen;Well then don't keep me in the dark about what you're thinking!;english;negative; Well then don't keep me in the dark about what you're thinking!;negative;negative
m_rab072aen;Does that mean you saw what happened to me?;english;negative; Does that mean you saw what happened to me?;negative;negative
m_rab084aen;You goddamn well should!;english;negative; In god damn motion!;negative;positive
m_rab085aen;Yes!;english;negative; Yes!;positive;positive
m_rab087aen;I don't care if you love him!;english;negative; I don't care if you love him!;positive;positive
m_rab087ben;I'm telling you!;english;negative; I'm telling you!;positive;positive
m_rab089ben;There's a bus full of dead people!;english;negative; There's a bus full of dead people!;negative;negative
m_rab090aen;Who? Someone you know?;english;negative; Who? Someone you know?;negative;negative
m_rab092aen;No, you didn't tell me.;english;negative; No, you didn't tell me!;negative;negative
m_rab095aen;I don't like you!;english;negative; I don't like you.;negative;negative
m_rab096aen;Because you make my effort a joke!;english;negative; Because you make my effort a joke!;negative;negative
m_rab096ben;I want to be a doctor! This isn't a game to me!;english;negative; I wanna be a doctor! This is a game to me!;positive;negative
m_rab097aen;This isn't playtime!;english;negative; This isn't playtime!;negative;negative
m_rab097ben;This is serious business!;english;negative; This is serious business!;positive;positive
m_rab102aen;How hard can that be?;english;negative; How hard can that be?;negative;negative
m_rab115aen;Fights being stopped by referees? He's pathetic!;english;negative; Fights me and stop my reveries? He's pathetic!;negative;negative
m_rab121aen;What does that mean?;english;negative; What does that mean?;negative;negative
m_rab121ben;If she's not guilty, why am I?;english;negative; If she's not guilty, why am I?;negative;negative
m_tri002aen;Makes you feel ...;english;negative; Thanks for being here.;positive;positive
m_tri002ben;... alian.;english;negative; He'll eat it.;positive;negative
m_tri004ben;You know, after ...;english;negative; You know, I have to...;negative;negative
m_tri004een;... then I ever was of being in ...;english;negative; Never was a been;negative;negative
m_tri005aen;I loved her.;english;negative; I loved it.;positive;positive
m_tri005cen;When we were sitting in that kitchen that night ...;english;negative; when we were sitting in that kitchen at night.;negative;positive
m_tri005een;I don't want it.;english;negative; I'm wanted.;negative;negative
m_tri007cen;She had to go meet Eve and Diane.;english;negative; We have to go meet Eve and Diane.;positive;negative
m_tri008aen;We were gonna leave Sunday.;english;negative; I'm gonna leave Sunday.;negative;negative
m_tri008ben;We were gonna get married when we got there.;english;negative; We were going to get married when we got there.;positive;positive
m_tri009aen;I loved her so much.;english;negative; I love her so much.;positive;positive
m_tri009cen;It doesn't happen twice.;english;negative; It doesn't happen twice.;negative;negative
m_tri011aen;But now she wants to die.;english;negative; But now she wants to die.;negative;negative
m_tri011cen;And I swear to God, Father ...;english;negative; And I swear to God, Father.;positive;positive
m_tri011den;It's comitting a sin by doing it.;english;negative; It's committing a sin by doing it.;negative;negative
m_tri011een;By keeping her alive I'm killing her.;english;negative; I'm keeping her alive, I'm killing her.;positive;positive
m_tri011fen;Do you know what I mean?;english;negative; Don't obey.;negative;negative
m_tri011gen;How do I get around that?;english;negative; How do I get around that?;negative;negative
m_tri012aen;Went to see Maggie this morning.;english;negative; I went to see Manga this morning.;positive;positive
m_tri012ben;You must have been somewhere else.;english;negative; You must have been somewhere else.;negative;negative
m_tri014aen;But maybe you won't sign them.;english;negative; Maybe you want something;negative;negative
m_tri014ben;Maybe you'll just give me some time.;english;negative; Maybe you'll just give me some time.;positive;positive
m_tri014cen;I will try to figure this out.;english;negative; I will try to figure this out.;positive;positive
m_tri015aen;Whatever you do, Rosen is right about one thing.;english;negative; Whatever you do, Rosen is right about one thing.;positive;positive
m_tri015ben;You shouldn't be here.;english;negative; You shouldn't be here.;negative;negative
m_tri015cen;I'm not safe anymore.;english;negative; I'm not safe anymore.;negative;negative
m_tri020aen;You have a gift.;english;negative; You have a gift.;positive;positive
m_tri021aen;You know, they like you.;english;negative; You know, they like you.;positive;positive
m_tri021ben;And if you leave, I can't learn this way.;english;negative; And if you leave, I can't learn this way.;negative;negative
m_tri025ben;Couldn't help that one.;english;negative; Couldn't help that one.;negative;negative
m_tri026aen;And he can't stop thinking about Annie.;english;negative; And he can't stop thinking about it.;negative;negative
m_tri027aen;Ever since then, things have been different.;english;negative; Ever since then, things have been different.;negative;negative
m_tri028aen;He is not the same person that he used to be.;english;negative; He's not the same person that he used to be.;negative;negative
m_tri028ben;And his wife ... doesn't like the person that he's become.;english;negative; And his wife doesn't like the person that he's become.;negative;negative
m_tri029ben;And then one day Malcom meets this wonderful little boy.;english;negative; And then one day Malcolm meets this wonderful little boy.;positive;positive
m_tri030aen;And Malcom decides to try and help this new boy.;english;negative; And Malcolm decides to try and help this new boy.;positive;positive
m_tri030ben;Cause he feels that ...;english;negative; Because he feels that.;negative;negative
m_tri030cen;... it would be like ... helping that other one too.;english;negative; be like helping that other one too.;negative;positive
m_tri038aen;You have to understand. When I was growing up, he was gone more than he was there.;english;negative; You have to understand, when I was growing up, he was gone more than he was there.;negative;negative
m_tri040aen;Maybe he never wanted a family.;english;negative; Maybe he never wanted a family.;negative;negative
m_tri041aen;Whatever it is, he likes his second life ...;english;negative; Whatever it is he likes his second life.;positive;positive
m_tri041ben;... better and the reason that he tells his stories is because he can't stand this boring place.;english;negative; And the reason that he tells these stories is because he can't stand this boring place.;negative;negative
m_tri042aen;What's true?;english;negative; What's true?;negative;negative
