file_name;transcription;language;emotion;model_transcription
m_gio107aes;De verdad tío este chaval es una pasada.;spanish;happiness; De verdad tío, este chaval es una pasada.
m_gio108aes;He perdido la cuenta tío.;spanish;happiness; He perdido la cuenta, tío.
m_gio108bes;Da igual, colega.;spanish;happiness; No me importa que le diga.
m_gio110aes;Te vendría bien, un bien [no verbal].;spanish;happiness; ¡Te vendría bien! ¡Un bien go!
m_gio111aes;¡Y ese es el segundo mejor invento!;spanish;happiness; ¡Y ese es el segundo mejor invento!
m_gio119aes;Pero tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar ;spanish;happiness; Pero, tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar...
m_gio123aes;¿Verdad que es extraño? [no verbal] tener muchos hijos.;spanish;happiness; ¿Verdad que es extraño? Tener muchos hijos.
m_gio129aes;Preferiría no hacerlo yo mismo. ;spanish;happiness; Preferiría no hacerlo yo mismo.
m_gio140aes;Cada uno tiene su propia idea de lo que es el paraíso. [no verbal];spanish;happiness; Cada uno tiene su propia idea de lo que es el paraíso.
m_gio140bes;Pero a la parienta, a la parienta le parece el paraíso. [no verbal];spanish;happiness; Pero a la parienta, a la parienta le parece el paraíso.
m_gio145aes;[No verbal] bien. Como le he dicho me obligan a preguntar si lo entiende.;spanish;happiness; Bien, como le he dicho, me obligan a preguntárselo, ¿entiendes?
m_gio146aes;¿Qué tiene de malo reírse del secretario general del partido? [no verbal];spanish;happiness; ¿Qué tiene de malo reírse del secretario general del partido?
m_gio146bes;Además, seguro de que ya me lo sé. [no verbal];spanish;happiness; además seguro que ya me lo sé
m_rab006aes;¡Todo se hizo por ti!;spanish;anger; ¡Todo se hizo por ti!
m_rab006bes;¡Se hizo para que mejoraras!;spanish;anger; ¡Se hizo para que mejoraras!
m_rab006ces;Se hizo por amor.;spanish;anger; ¡Se hizo por amor!
m_rab021bes;¡Es de mi hija de quien estoy hablando!;spanish;anger; ¡Es de mi hija! ¿De quién estoy hablando?
m_rab021ces;¡Que todo el mundo cierre el pico!;spanish;anger; ¡Que todo el mundo cierre el pico!
m_rab021des;¡Cerrad el pico!;spanish;anger; ¡Cerrad el pico!
m_rab022aes;¿Por qué coño crees que estaba allí?;spanish;anger; ¿Por qué coño crees que estaba allí?
m_rab027aes;"Vamos, responde: ""¿Qué hay que comprender?";spanish;anger; ¡Vamos, responde! ¡Que hay que comprender!
m_rab029aes; y las procesas.;spanish;anger; y las procesas.
m_rab029bes;"Dices: ""Las malvadas fueron ellas, ellas son las culpables"".";spanish;anger; Dices las malvadas fueron ellas, ellas son las culpables.
m_rab029ces;Porque por casualidad una de las víctimas escribió un libro.;spanish;anger; Porque por casualidad una de las víctimas escribió un libro.
m_rab030ces;¿Quién lo sabía?;spanish;anger; ¿Quién lo sabía?
m_rab030des;¿Qué sabían?;spanish;anger; ¿Qué sabían?
m_rab030ees;Pues, ¿lo sabían todos?;spanish;anger; ¡Pues lo sabían todos!
m_rab045aes;Mírate, jodida ruina humana.;spanish;anger; ¡Mirá, te jodida ruina humana!
m_rab046aes;Exacto, está muerta joder. ¿Ella la palma y tú recoges tus fichas y te das el piro?;spanish;anger; ¡Exacto! ¡Está muerta, joder! Ella la palma y tú recoges tus fichas y te das el piro.
m_rab047aes;Te perdiste una mano de cojones. Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.;spanish;anger; ¡Perdiste una mano de cojones! Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.
m_rab050aes;¿Por qué crees que hace eso, Gerry? ¿Tienes alguna puta idea?;spanish;anger; ¿Por qué crees que haces eso, Sherry? ¿Tienes alguna puta idea?
m_rab053ces;Tú y todos los tuyos me consideráis un caso lamentable.;spanish;anger; Tú y todos los tuyos me consideráis un caso lamentable.
m_rab055aes;No se trata de ti, matemático gilipollas.;spanish;anger; ¡No se trata de ti, matemático gilipollas!
m_rab055bes;¡Se trata del chico!;spanish;anger; ¡Se trata del chico!
m_rab055ces;Y no voy a dejar que le jodas como estás intentando joderme a mí.;spanish;anger; No voy a dejar que le jodas como estás intentando joderme a mí.
m_rab064aes;¿Me has oído? ¡Cállate!;spanish;anger; ¿Me has oído? ¡Cállate!
m_rab067aes;O te corto en mil pedazos con esto.;spanish;anger; ¡Te corto en mil pedazos con esto!
m_rab070aes;Pues, no me tengas en ascuas sobre lo que piensas.;spanish;anger; ¡Pues no me tengas en asco a sobre lo que piensas!
m_rab071aes;Claro que es él, ¿qué aspecto tenía?;spanish;anger; ¡Claro que es él! ¿Qué aspecto tenís?
m_rab084aes;¡Pues deberías maldita sea!;spanish;anger; ¡Pues te verías, maldita sea!
m_rab087aes;¡Me da igual que le ames!;spanish;anger; ¡Me da igual que le ames!
m_rab087bes;Hazme caso!;spanish;anger; Hazme caso.
m_rab089bes;¡Hay un autobús lleno de muertos!;spanish;anger; Hay un autobús lleno de muertos.
m_rab089ces;¡¿Y podrían hacer daño a alguien?!;spanish;anger; ¿Y podrían hacer daño a alguien?
m_rab090aes;¿A quién? ¿A un amigo tuyo?;spanish;anger; ¿A quién? ¿A un amigo tuyo?
m_rab093aes;No, esa eres tú.;spanish;anger; No, esa eres tú.
m_rab095aes;Cierto, no me caes bien.;spanish;anger; ¡Cierto! ¡No me caes bien!
m_rab097aes;No estamos en el recreo.;spanish;anger; ¡No estamos en el recreo!
m_rab097bes;¡Esto es un asunto serio!;spanish;anger; Esto es un asunto serio.
m_rab099aes;¿Dices que soy un capullo?;spanish;anger; ¿Dices que soy un capullo?
m_rab110bes;Que no está preparado para ser médico y bajo mi responsabilidad ;spanish;anger; que no está preparado para ser médico y bajo mi responsabilidad.
m_rab119ces;¡Joder!;spanish;anger; ¡Joder!
m_tri001aes;Uno se siente muy …;spanish;sadness; No se siente muy bien.
m_tri001bes;Sólo cuando le hace daño a alguien.;spanish;sadness; Solo cuando le haces daño a alguien.
m_tri002aes;Te sientes como ;spanish;sadness; Te es bien descomodado.
m_tri002bes; un extraño.;spanish;sadness; Un extraño.
m_tri005aes;La quería.;spanish;sadness; A que ría.
m_tri005bes;Muchísimo.;spanish;sadness; muchísimo.
m_tri005ces;Por la noche nos sentábamos en la cocina ;spanish;sadness; Por la noche nos sentábamos en la cocina.
m_tri005des; que éramos las dos únicas personas sobre la tierra.;spanish;sadness; que éramos las dos únicas personas sobre la Tierra.
m_tri005ees;Rechazado.;spanish;sadness; Rechazado.
m_tri007aes;Sobre las ocho.;spanish;sadness; sobre las ocho.
m_tri007ces;Se fue a ver a Eve y Diane.;spanish;sadness; Se fue a ver a Ify a dayar.
m_tri008aes;Nos íbamos el domingo.;spanish;sadness; Nos llevamos el domingo.
m_tri008bes;Pensábamos casarnos allí.;spanish;sadness; Pensábamos casarnos allí.
m_tri008ces;Ese era el plan saben.;spanish;sadness; Ese era el plan, ¿saben?
m_tri009aes;La quería tanto.;spanish;sadness; La que riga tanto.
m_tri009bes;Tiene nada igual.;spanish;sadness; No tiene nada igual.
m_tri009ces;Nunca en la vida.;spanish;sadness; Nunca en la vida.
m_tri011aes;Pero ahora quiere morir.;spanish;sadness; Pero ahora quiere morir.
m_tri011bes;Y yo quiero que se quede conmigo.;spanish;sadness; y yo quiero que se quede conmigo.
m_tri011ces;Lo juro por Dios, Padre;spanish;sadness; Lo juro por Dios, padre.
m_tri011des;Es cometer un pecado el que haga.;spanish;sadness; es cometer un pecado el que lo haga.
m_tri011ees;Manteniéndola viva la estoy matando.;spanish;sadness; manteniendo la viva, la estoy empatando.
m_tri011fes;Lo entiendes.;spanish;sadness; ¿Me entiendes?
m_tri011ges;Cómo lo resumido;spanish;sadness; como lo resuelvo.
m_tri012aes;Fui a ver a Maggie esta mañana.;spanish;sadness; fui a ver a Magui esta mañana.
m_tri012bes;Debías de haber salido.;spanish;sadness; debías de haber salido.
m_tri014aes;Puede que no la firmes.;spanish;sadness; Puede que no la firmes.
m_tri014bes;Y me das un poco más de tiempo.;spanish;sadness; y me das un poco más de tiempo.
m_tri015aes;Hagas lo que hagas, Rosen tiene razón en una cosa.;spanish;sadness; Hagas lo que hagas. Rosentía tiene razón en una cosa.
m_tri015bes;No debes quedarte.;spanish;sadness; No debes quedarte.
m_tri015ces;Ya no soy de fiar.;spanish;sadness; Ya no soy de fiar.
m_tri016aes;No lo sé.;spanish;sadness; No lo sé.
m_tri016bes;Que el Dr. Rosen te lleve a casa de tu madre.;spanish;sadness; que el Dr. Rosen te lleve a casa de tu madre.
m_tri020aes;Tú tienes ese don.;spanish;sadness; Tú tienes ese don.
m_tri020bes;Sabes tratar a la gente.;spanish;sadness; ¿Sabes trazar a la gente?
m_tri021aes;Les caes bien.;spanish;sadness; Les caes bien.
m_tri021bes;Y si te vas, no aprenderé a hacerlo.;spanish;sadness; Y si te vas, no aprenderé a hacerlo.
m_tri025aes;Hasta que una noche se enteró de que se había ;spanish;sadness; Hasta que una noche se enteró de que se había...
m_tri028aes;Él no es la misma persona que era antes.;spanish;sadness; Él no es la misma persona que era antes.
m_tri029aes;Apenas se hablan. Son como extraños.;spanish;sadness; Apenas se hablan, son como extraños.
m_tri030bes;Porque siente que ;spanish;sadness; porque siente que...
m_tri030ces; sería  como ayudar también al otro.;spanish;sadness; sería como ayudar también al otro.
m_tri039aes;Otra familia, otra ;spanish;sadness; Otra familia, otra...
