file_name;transcription;language;emotion;model_transcription
m_tri020aen;You have a gift.;english;sadness; You have a gift.
m_tri021aen;You know, they like you.;english;sadness; You know, they like you.
m_tri021ben;And if you leave, I can't learn this way.;english;sadness; And if you leave, I can't learn this way.
m_tri025ben;Couldn't help that one.;english;sadness; Couldn't help that one.
m_tri026aen;And he can't stop thinking about Annie.;english;sadness; And he can't stop thinking about it.
m_tri027aen;Ever since then, things have been different.;english;sadness; Ever since then, things have been different.
m_tri028aen;He is not the same person that he used to be.;english;sadness; He's not the same person that he used to be.
m_tri028ben;And his wife ... doesn't like the person that he's become.;english;sadness; And his wife doesn't like the person that he's become.
m_tri029ben;And then one day Malcom meets this wonderful little boy.;english;sadness; And then one day Malcolm meets this wonderful little boy.
m_tri030aen;And Malcom decides to try and help this new boy.;english;sadness; And Malcolm decides to try and help this new boy.
m_tri030ben;Cause he feels that ...;english;sadness; Because he feels that.
m_tri030cen;... it would be like ... helping that other one too.;english;sadness; be like helping that other one too.
m_tri038aen;You have to understand. When I was growing up, he was gone more than he was there.;english;sadness; You have to understand, when I was growing up, he was gone more than he was there.
m_tri040aen;Maybe he never wanted a family.;english;sadness; Maybe he never wanted a family.
m_tri041aen;Whatever it is, he likes his second life ...;english;sadness; Whatever it is he likes his second life.
m_tri041ben;... better and the reason that he tells his stories is because he can't stand this boring place.;english;sadness; And the reason that he tells these stories is because he can't stand this boring place.
m_tri042aen;What's true?;english;sadness; What's true?
