file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
m_gio001aes;[no verbal] es un idiota.;spanish;happiness; Es un idiota.;disgust;disgust
m_gio001bes;Siempre ha sido un idiota.;spanish;happiness; Siempre ha sido una idiota.;disgust;sadness
m_gio002aes;Guay. Gracias.;spanish;happiness; ¡Guay! Gracias.;happiness;happiness
m_gio002bes;Deséame suerte.;spanish;happiness; ¡Déciame suerte!;anger;disgust
m_gio003aes;¿Hace una sesión de video esta noche?;spanish;happiness; ¿Hace una sesión de vídeo esta noche?;fear;disgust
m_gio003bes;Tengo unos clásicos cojonudos.;spanish;happiness; Tengo unos clásicos cojonudos.;disgust;disgust
m_gio004aes;Pero sería emocionante, ¿verdad? Alguien famoso en la tienda [no verbal].;spanish;happiness; Pero sería emocionante, ¿verdad? Alguien famoso en la tienda.;disgust;disgust
m_gio005aes;¡Venga, un baile!;spanish;happiness; Venga, un baile!;anger;anger
m_gio010aes;Ya me lo has contado todo.;spanish;happiness; Ya me lo has contado todo.;disgust;disgust
m_gio013aes;Ve a patita cabrón. Will se lleva el coche.;spanish;happiness; Ve a patita, cabrón. Will se lleva el coche.;fear;fear
m_gio015aes;Vaya, que encanto de mujer.;spanish;happiness; ¡Qué encanto de mujer!;anger;disgust
m_gio016aes;Porque son aburridas, insoportables.;spanish;happiness; Porque son aburridas, insoportables.;disgust;disgust
m_gio017aes;Eso es maravilloso.;spanish;happiness; Eso es maravilloso.;happiness;happiness
m_gio018aes;Tranquilo es broma. De qué sirve estar chalado msi no puedes divertirte.;spanish;happiness; Tranquilo, es broma de que sirve estar chalado si no puedes divertirte.;disgust;disgust
m_gio022aes;Como os quiero, chicos.;spanish;happiness; Como os quiero chicos;happiness;happiness
m_gio023aes;Por primera vez en dieciocho años voy a poder estar al mando de mi propia vida. ¡Ay, Dios mío!;spanish;happiness; Y por primera vez en 18 años voy a poder estar al mando de mi propia vida ¡Ay, Dios mío!;anger;happiness
m_gio034aes;Pues en realidad tantas veces como puede.;spanish;happiness; Pues en realidad tantas veces como puede.;disgust;disgust
m_gio041aes;Santo Dios bendito.;spanish;happiness; ¡Santo Dios bendito!;anger;sadness
m_gio041bes;Santo Dios, la Virgen y San José.;spanish;happiness; ¡Santo Dios la Virgen y San José!;happiness;happiness
m_gio046aes;Tú podrías salir con una bocina y perseguirle por el ring.;spanish;happiness; ...tú podrías salir con una bocina y perseguirle por el ring.;fear;disgust
m_gio049aes;No comprenderá que se trata de un negro.;spanish;happiness; ¿No comprenderá que se trata de un negro?;disgust;disgust
m_gio049bes;[no verbal] por favor.;spanish;happiness; Por favor.;disgust;disgust
m_gio054aes;¿Cómo está?;spanish;happiness; ¿Cómo está?;fear;anger
m_gio054bes;¿Qué le pasa en la cara?;spanish;happiness; ¿Qué le pasa en la cara?;fear;fear
m_gio056aes;Gracias, no hay más preguntas.;spanish;happiness; Gracias, no hay más preta.;disgust;disgust
m_gio058aes;Sr. Wheeler, es usted magnífico.;spanish;happiness; Señor Wheeler, es usted magnífico.;fear;disgust
m_gio062aes;[No verbal] eso es lógico. Medio capuchino marchando.;spanish;happiness; Oh, eso es lógica. Medio capuchino marchando.;disgust;disgust
m_gio100aes;Esa mierda es lo mejor que he oído salir ;spanish;happiness; Esa mierda es lo mejor que he oído salir.;disgust;fear
m_gio101aes;Por favor, déjadle en paz.;spanish;happiness; Por favor, dejadle en paz.;disgust;disgust
m_gio102aes;No sé. A las chicas les gusta.;spanish;happiness; No sé, a las chicas les gusta.;disgust;disgust
m_gio103aes;¿Es esa la forma de hablarle a un invitado? ¿A un amigo de la familia?;spanish;happiness; Eso de hablarles a un invitado, a un amigo de la familia.;disgust;fear
m_gio104aes;¿Estás enfermo?;spanish;happiness; Estás enfermo.;disgust;anger
m_gio105aes;De puta madre. Ha resucitado.;spanish;happiness; ¡De puta madre ha resucitado!;anger;disgust
m_gio106aes;Seis putos kilos.;spanish;happiness; ¡6 putos kilos!;anger;disgust
m_gio107aes;De verdad tío este chaval es una pasada.;spanish;happiness; De verdad tío, este chaval es una pasada.;disgust;disgust
m_gio108aes;He perdido la cuenta tío.;spanish;happiness; He perdido la cuenta, tío.;disgust;disgust
m_gio108bes;Da igual, colega.;spanish;happiness; No me importa que le diga.;disgust;disgust
m_gio110aes;Te vendría bien, un bien [no verbal].;spanish;happiness; ¡Te vendría bien! ¡Un bien go!;anger;disgust
m_gio111aes;¡Y ese es el segundo mejor invento!;spanish;happiness; ¡Y ese es el segundo mejor invento!;anger;anger
m_gio119aes;Pero tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar ;spanish;happiness; Pero, tú, Jimmy, le miras como si fueras a arrancarle la nariz y obligar...;anger;fear
m_gio123aes;¿Verdad que es extraño? [no verbal] tener muchos hijos.;spanish;happiness; ¿Verdad que es extraño? Tener muchos hijos.;anger;disgust
m_gio129aes;Preferiría no hacerlo yo mismo. ;spanish;happiness; Preferiría no hacerlo yo mismo.;disgust;fear
m_gio140aes;Cada uno tiene su propia idea de lo que es el paraíso. [no verbal];spanish;happiness; Cada uno tiene su propia idea de lo que es el paraíso.;disgust;disgust
m_gio140bes;Pero a la parienta, a la parienta le parece el paraíso. [no verbal];spanish;happiness; Pero a la parienta, a la parienta le parece el paraíso.;anger;disgust
m_gio145aes;[No verbal] bien. Como le he dicho me obligan a preguntar si lo entiende.;spanish;happiness; Bien, como le he dicho, me obligan a preguntárselo, ¿entiendes?;anger;disgust
m_gio146aes;¿Qué tiene de malo reírse del secretario general del partido? [no verbal];spanish;happiness; ¿Qué tiene de malo reírse del secretario general del partido?;fear;disgust
m_gio146bes;Además, seguro de que ya me lo sé. [no verbal];spanish;happiness; además seguro que ya me lo sé;disgust;disgust
m_rab006aes;¡Todo se hizo por ti!;spanish;anger; ¡Todo se hizo por ti!;anger;anger
m_rab006bes;¡Se hizo para que mejoraras!;spanish;anger; ¡Se hizo para que mejoraras!;anger;anger
m_rab006ces;Se hizo por amor.;spanish;anger; ¡Se hizo por amor!;anger;fear
m_rab021bes;¡Es de mi hija de quien estoy hablando!;spanish;anger; ¡Es de mi hija! ¿De quién estoy hablando?;fear;anger
m_rab021ces;¡Que todo el mundo cierre el pico!;spanish;anger; ¡Que todo el mundo cierre el pico!;anger;anger
m_rab021des;¡Cerrad el pico!;spanish;anger; ¡Cerrad el pico!;anger;anger
m_rab022aes;¿Por qué coño crees que estaba allí?;spanish;anger; ¿Por qué coño crees que estaba allí?;fear;fear
m_rab027aes;"Vamos, responde: ""¿Qué hay que comprender?";spanish;anger; ¡Vamos, responde! ¡Que hay que comprender!;anger;anger
m_rab029aes; y las procesas.;spanish;anger; y las procesas.;sadness;sadness
m_rab029bes;"Dices: ""Las malvadas fueron ellas, ellas son las culpables"".";spanish;anger; Dices las malvadas fueron ellas, ellas son las culpables.;sadness;disgust
m_rab029ces;Porque por casualidad una de las víctimas escribió un libro.;spanish;anger; Porque por casualidad una de las víctimas escribió un libro.;disgust;disgust
m_rab030ces;¿Quién lo sabía?;spanish;anger; ¿Quién lo sabía?;anger;anger
m_rab030des;¿Qué sabían?;spanish;anger; ¿Qué sabían?;fear;anger
m_rab030ees;Pues, ¿lo sabían todos?;spanish;anger; ¡Pues lo sabían todos!;anger;disgust
m_rab045aes;Mírate, jodida ruina humana.;spanish;anger; ¡Mirá, te jodida ruina humana!;happiness;disgust
m_rab046aes;Exacto, está muerta joder. ¿Ella la palma y tú recoges tus fichas y te das el piro?;spanish;anger; ¡Exacto! ¡Está muerta, joder! Ella la palma y tú recoges tus fichas y te das el piro.;disgust;disgust
m_rab047aes;Te perdiste una mano de cojones. Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.;spanish;anger; ¡Perdiste una mano de cojones! Hay gente que pierde una mano como esa y tiene los huevos de volver a apostar.;disgust;disgust
m_rab050aes;¿Por qué crees que hace eso, Gerry? ¿Tienes alguna puta idea?;spanish;anger; ¿Por qué crees que haces eso, Sherry? ¿Tienes alguna puta idea?;fear;disgust
m_rab053ces;Tú y todos los tuyos me consideráis un caso lamentable.;spanish;anger; Tú y todos los tuyos me consideráis un caso lamentable.;sadness;sadness
m_rab055aes;No se trata de ti, matemático gilipollas.;spanish;anger; ¡No se trata de ti, matemático gilipollas!;anger;disgust
m_rab055bes;¡Se trata del chico!;spanish;anger; ¡Se trata del chico!;anger;anger
m_rab055ces;Y no voy a dejar que le jodas como estás intentando joderme a mí.;spanish;anger; No voy a dejar que le jodas como estás intentando joderme a mí.;disgust;disgust
m_rab064aes;¿Me has oído? ¡Cállate!;spanish;anger; ¿Me has oído? ¡Cállate!;fear;anger
m_rab067aes;O te corto en mil pedazos con esto.;spanish;anger; ¡Te corto en mil pedazos con esto!;anger;fear
m_rab070aes;Pues, no me tengas en ascuas sobre lo que piensas.;spanish;anger; ¡Pues no me tengas en asco a sobre lo que piensas!;anger;disgust
m_rab071aes;Claro que es él, ¿qué aspecto tenía?;spanish;anger; ¡Claro que es él! ¿Qué aspecto tenís?;anger;anger
m_rab084aes;¡Pues deberías maldita sea!;spanish;anger; ¡Pues te verías, maldita sea!;anger;disgust
m_rab087aes;¡Me da igual que le ames!;spanish;anger; ¡Me da igual que le ames!;anger;anger
m_rab087bes;Hazme caso!;spanish;anger; Hazme caso.;fear;anger
m_rab089bes;¡Hay un autobús lleno de muertos!;spanish;anger; Hay un autobús lleno de muertos.;fear;anger
m_rab089ces;¡¿Y podrían hacer daño a alguien?!;spanish;anger; ¿Y podrían hacer daño a alguien?;fear;anger
m_rab090aes;¿A quién? ¿A un amigo tuyo?;spanish;anger; ¿A quién? ¿A un amigo tuyo?;fear;anger
m_rab093aes;No, esa eres tú.;spanish;anger; No, esa eres tú.;disgust;disgust
m_rab095aes;Cierto, no me caes bien.;spanish;anger; ¡Cierto! ¡No me caes bien!;anger;disgust
m_rab097aes;No estamos en el recreo.;spanish;anger; ¡No estamos en el recreo!;anger;disgust
m_rab097bes;¡Esto es un asunto serio!;spanish;anger; Esto es un asunto serio.;disgust;anger
m_rab099aes;¿Dices que soy un capullo?;spanish;anger; ¿Dices que soy un capullo?;fear;fear
m_rab110bes;Que no está preparado para ser médico y bajo mi responsabilidad ;spanish;anger; que no está preparado para ser médico y bajo mi responsabilidad.;fear;fear
m_rab119ces;¡Joder!;spanish;anger; ¡Joder!;anger;anger
m_tri001aes;Uno se siente muy …;spanish;sadness; No se siente muy bien.;disgust;disgust
m_tri001bes;Sólo cuando le hace daño a alguien.;spanish;sadness; Solo cuando le haces daño a alguien.;fear;disgust
m_tri002aes;Te sientes como ;spanish;sadness; Te es bien descomodado.;disgust;fear
m_tri002bes; un extraño.;spanish;sadness; Un extraño.;disgust;happiness
m_tri005aes;La quería.;spanish;sadness; A que ría.;disgust;disgust
m_tri005bes;Muchísimo.;spanish;sadness; muchísimo.;disgust;disgust
m_tri005ces;Por la noche nos sentábamos en la cocina ;spanish;sadness; Por la noche nos sentábamos en la cocina.;disgust;fear
m_tri005des; que éramos las dos únicas personas sobre la tierra.;spanish;sadness; que éramos las dos únicas personas sobre la Tierra.;disgust;disgust
m_tri005ees;Rechazado.;spanish;sadness; Rechazado.;sadness;disgust
m_tri007aes;Sobre las ocho.;spanish;sadness; sobre las ocho.;disgust;disgust
m_tri007ces;Se fue a ver a Eve y Diane.;spanish;sadness; Se fue a ver a Ify a dayar.;fear;sadness
m_tri008aes;Nos íbamos el domingo.;spanish;sadness; Nos llevamos el domingo.;fear;disgust
m_tri008bes;Pensábamos casarnos allí.;spanish;sadness; Pensábamos casarnos allí.;fear;disgust
m_tri008ces;Ese era el plan saben.;spanish;sadness; Ese era el plan, ¿saben?;disgust;disgust
m_tri009aes;La quería tanto.;spanish;sadness; La que riga tanto.;disgust;disgust
m_tri009bes;Tiene nada igual.;spanish;sadness; No tiene nada igual.;disgust;disgust
m_tri009ces;Nunca en la vida.;spanish;sadness; Nunca en la vida.;disgust;sadness
m_tri011aes;Pero ahora quiere morir.;spanish;sadness; Pero ahora quiere morir.;disgust;disgust
m_tri011bes;Y yo quiero que se quede conmigo.;spanish;sadness; y yo quiero que se quede conmigo.;fear;disgust
m_tri011ces;Lo juro por Dios, Padre;spanish;sadness; Lo juro por Dios, padre.;disgust;disgust
m_tri011des;Es cometer un pecado el que haga.;spanish;sadness; es cometer un pecado el que lo haga.;anger;disgust
m_tri011ees;Manteniéndola viva la estoy matando.;spanish;sadness; manteniendo la viva, la estoy empatando.;happiness;fear
m_tri011fes;Lo entiendes.;spanish;sadness; ¿Me entiendes?;fear;happiness
m_tri011ges;Cómo lo resumido;spanish;sadness; como lo resuelvo.;sadness;disgust
m_tri012aes;Fui a ver a Maggie esta mañana.;spanish;sadness; fui a ver a Magui esta mañana.;sadness;disgust
m_tri012bes;Debías de haber salido.;spanish;sadness; debías de haber salido.;disgust;disgust
m_tri014aes;Puede que no la firmes.;spanish;sadness; Puede que no la firmes.;disgust;anger
m_tri014bes;Y me das un poco más de tiempo.;spanish;sadness; y me das un poco más de tiempo.;fear;fear
m_tri015aes;Hagas lo que hagas, Rosen tiene razón en una cosa.;spanish;sadness; Hagas lo que hagas. Rosentía tiene razón en una cosa.;disgust;disgust
m_tri015bes;No debes quedarte.;spanish;sadness; No debes quedarte.;disgust;disgust
m_tri015ces;Ya no soy de fiar.;spanish;sadness; Ya no soy de fiar.;disgust;disgust
m_tri016aes;No lo sé.;spanish;sadness; No lo sé.;disgust;disgust
m_tri016bes;Que el Dr. Rosen te lleve a casa de tu madre.;spanish;sadness; que el Dr. Rosen te lleve a casa de tu madre.;fear;anger
m_tri020aes;Tú tienes ese don.;spanish;sadness; Tú tienes ese don.;disgust;disgust
m_tri020bes;Sabes tratar a la gente.;spanish;sadness; ¿Sabes trazar a la gente?;fear;anger
m_tri021aes;Les caes bien.;spanish;sadness; Les caes bien.;disgust;disgust
m_tri021bes;Y si te vas, no aprenderé a hacerlo.;spanish;sadness; Y si te vas, no aprenderé a hacerlo.;disgust;disgust
m_tri025aes;Hasta que una noche se enteró de que se había ;spanish;sadness; Hasta que una noche se enteró de que se había...;disgust;fear
m_tri028aes;Él no es la misma persona que era antes.;spanish;sadness; Él no es la misma persona que era antes.;disgust;disgust
m_tri029aes;Apenas se hablan. Son como extraños.;spanish;sadness; Apenas se hablan, son como extraños.;sadness;sadness
m_tri030bes;Porque siente que ;spanish;sadness; porque siente que...;disgust;fear
m_tri030ces; sería  como ayudar también al otro.;spanish;sadness; sería como ayudar también al otro.;disgust;fear
m_tri039aes;Otra familia, otra ;spanish;sadness; Otra familia, otra...;disgust;fear
