file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
m_ans124ait;Chi è!;italian;fear; Ghièèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèèè;disgust;anger
m_ans124bit;Gli ho parlato.;italian;fear; Chi ha parlato?;sadness;sadness
m_dis001ait;Come quando si dice: Non è una rivolta, è rabbia.;italian;disgust; Come quando si dice non è una rivolta, è rabbia!;anger;disgust
m_dis002ait;Gardate questa insignificante squallida cosa.;italian;disgust; Guardate questa insignificante squallida cosa.;anger;disgust
m_dis002bit;Qualquno sa dirme in che somiglia alla foto?;italian;disgust; Qualcuno sa dirmi in che somiglia la foto.;fear;fear
m_dis003ait;Aspetta la vediamo.;italian;disgust; Aspetta, vediamo.;sadness;sadness
m_dis003bit;Quando ho compiuto sei anni il mio miglior amico di allora mi ha ferito con un chiodo arruginito.;italian;disgust; Quando ho compiuto sei anni, il mio migliore amico di allora mi ha ferito con un chiodo arrugginito.;fear;fear
m_dis005ait;Davvero? Eppure lo sbirro pensa che ci sia tu dietro tutto questo.;italian;disgust; Davvero? Eppure lo sbirro pensa che ci sia tu dietro tutto questo.;fear;fear
m_dis007ait;Perché ti arrabbi? Guarda che non me ne frega niente.;italian;disgust; Perché ti arrabbi? Guarda che non me ne frega niente!;anger;anger
m_dis008ait;Lieto di esserle stato d'aiuto.;italian;disgust; Lieto di essere l'estate d'aiuto.;sadness;sadness
m_dis008bit;Ho un orario di ufficio fisso. Se ci sono ulteriori informazioni che lei habbia bisogno su detti o qualche proverbio.;italian;disgust; Ho un orario di ufficio fisso, se ci sono ulteriori informazioni che le abisognano su detti, qualche proverbio...;anger;anger
m_dis008cit;La mia porta è apertissima.;italian;disgust; La mia porta è apertissima.;fear;fear
m_dis010ait;Magari la prossima volta che va all'ospedale potrebbe portare anche noi.;italian;disgust; Magari la prossima volta che va all'ospedale potrebbe portare anche noi.;fear;fear
m_dis011ait;Bene, nel prenderò nota. C'è altro che posso fare per lei?;italian;disgust; Bene, ne prenderò nota. C'è altro che posso fare per lei?;disgust;disgust
m_dis013ait;Non includermi ne ho abbastanza delle convocazioni.;italian;disgust; Non includermi, ne ho abbastanza delle convocazioni.;sadness;sadness
m_dis014ait;Papà starà benissimo. E poi lui a Jou.;italian;disgust; Papà starà benissimo e poi lui a Joe.;sadness;disgust
m_dis014bit;E sembra che c'è l’abbia anche tu.;italian;disgust; e sembra che ce l'abbia anche tu.;fear;disgust
m_dis015ait;Mamma ho molto da fare ti prego.;italian;disgust; Mamma, ho molto da fare, ti prego.;happiness;fear
m_dis015bit;Non ho tempo per aiutare questo coso a intentare una causa ridicola e inutile.;italian;disgust; Non ho tempo per aiutare questo coso a intentare una causa ridicola e inutile.;anger;anger
m_dis016ait;Questa è la mutazione mamma. Il miracolo della genetica è che non sono te.;italian;disgust; Beh, questa è la mutazione, mamma. Il miracolo della genetica è che non sono te.;fear;fear
m_dis018bit;Io vivo con te a so quanto studi o dovrei dire non studi. Eppure vai meglio di me.;italian;disgust; Io vivo con te e so quanto studi, o dovrei dire non studi. Eppure vai meglio di me.;fear;fear
m_dis019ait;Lasciamo perdere.;italian;disgust; Lasciamo perdere.;disgust;disgust
m_dis020bit;Perché più apprendo e più potrò avere la risposta giusta al momento giusto e salvare delle vite.;italian;disgust; più apprendo e più potrò avere la risposta giusta al momento giusto e salvare delle vite.;anger;fear
m_dis021ait;Ma chiedi a chi ti pare.;italian;disgust; Ma chiedi a chi ti pare.;fear;fear
m_dis021bit;Se vogliono avere uno stronzo al loro fianco.;italian;disgust; Se vogliono avere uno stronzo al loro fianco...;sadness;sadness
m_dis023bit;È perché tuo padre era dottore e suo padre era dottore?;italian;disgust; è perché tuo padre era dottore e suo padre era dottore;fear;disgust
m_dis023cit;È una cosa genetica?;italian;disgust; è una cosa genetica ?;fear;disgust
m_dis035ait;Saddam, si chiama Saddam. Ah questo è fantastico Bruce.;italian;disgust; Saddam si chiama Saddam. Ah, questo è fantastico Proust.;happiness;happiness
m_dis035bit;Certo, appunterò una medaglia su un iracheno che si chiama Sandam.;italian;disgust; Certo, apporterò una medaglia su un iracheno che si chiama Saddam.;fear;fear
m_dis043ait;Li costruisce i quartieri, non li vuole distruggere.;italian;disgust; li costruisce i quartieri, non li vuole distruggere.;anger;disgust
m_dis044ait;Ho smarrito un ricorso importante. Questa è la loro versione.;italian;disgust; Ho smarrito un ricorso importante, questa è la loro versione.;happiness;happiness
m_dis044bit;Vuole sentire la mia?;italian;disgust; Vuoi sentire la mia?;disgust;fear
m_dis101ait;O no potremmo anche convincere Alma a lasciarci adottare le mie figlie.;italian;disgust; Come no? Potremmo anche convincere Alma a lasciarci adottare le mie figlie.;anger;happiness
m_dis103ait;A mantenere la baracca pensarebbe tuo suocero.;italian;disgust; A mantenere la baracca penserebbe tuo suocero.;anger;anger
m_dis104ait;E dai rubinetti uscirebbe il miele. Eh bravo genio. Un’idea geniale. Complimenti.;italian;disgust; e da rubina ti uscirebbe il miele, bravo Jack, un'idea geniale, complimenti;happiness;disgust
m_dis105ait;Non ti ho detto neanche che la mia ultima ragazza era una femminista vegetariana.;italian;disgust; Non ti ho detto neanche che la mia ultima ragazza era una femminista vegetariana.;disgust;disgust
m_dis107ait;Ma Gerry non può obbligarci a fare cose vietate dalla legge.;italian;disgust; Aghirre non può obbligarci a fare cose vietate dalla legge.;disgust;disgust
m_dis108ait;Della morte di un pedofilo non frega niente a nessuno. Perché non dire la verità.;italian;disgust; della morte di un pedofilo non frega niente a nessuno. Perché non dirle la verità?;fear;fear
m_dis109ait;Oh, ne possiamo parlare, ma non andiamo avanti con il lavoro.;italian;disgust; Ne possiamo parlare, ma non andiamo avanti con il lavoro.;disgust;disgust
m_dis110ait;Martin scusa non puoi occupartene tu.;italian;disgust; Martin scusa non puoi occupartene tu;fear;fear
m_gio001ait; è un'idiota.;italian;happiness; è un idiota;disgust;disgust
m_gio001bit;È sempre stato un ideota.;italian;happiness; è sempre stato un idiota;fear;disgust
m_gio002bit;Fammi gli auguri.;italian;happiness; Famiglia Aguri!;happiness;happiness
m_gio003bit;Ho dei veri e propri classici.;italian;happiness; O dai veri e propri classici!;anger;happiness
m_gio004ait;Sarebbe eccitante però non trovi se, se uno famoso entrasse nel negozio.;italian;happiness; Sarebbe excitante, però non trovi se c'è uno famoso entrasse nel negozio.;disgust;fear
m_gio005ait;Vado solo.;italian;happiness; Palosolo!;happiness;sadness
m_gio005bit;Mi ha davero ipnotizzato Sed.;italian;happiness; mi ha davvero ipnotizzato, sa?;sadness;sadness
m_gio010ait;Mi ha detto già qualunque cazzata.;italian;happiness; Mi ha detto già qualunque cazzata.;sadness;fear
m_gio010bit;Cristo santo.;italian;happiness; Cristo Santo.;fear;sadness
m_gio014ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.;italian;happiness; Tutti hanno un'idea personale di quello che credono sia il paradiso.;sadness;sadness
m_gio015ait;Accidenti che signora simpatica.;italian;happiness; Accidenti, che signora simpatica!;anger;fear
m_gio016ait;Noioso da morire.;italian;happiness; Non gli usa da morire.;sadness;disgust
m_gio017ait; è meraviglioso ;italian;happiness; Dio, è meraviglioso!;anger;fear
m_gio018ait;Rilassati lo so. A che scopo essere matto se non ti puoi divertire.;italian;happiness; Rilassati lo so, a che scopo essere matto se non ti puoi divertire?;disgust;disgust
m_gio022ait;Dio  vi voglio bene.;italian;happiness; Dio, vi voglio bene.;disgust;sadness
m_gio044ait;E poi mangiava una montagna di pure di patate.;italian;happiness; e poi mangiavo una montagna di purè di patate.;fear;disgust
m_gio046ait;Potrai anche rimediare una trombetta e correrli indiatro intorno al ring.;italian;happiness; Potrei anche rimediare una trombetta e corregli dietro intorno al ring.;fear;fear
m_gio049ait;La gente non lo identificherà come personaggio di colore.;italian;happiness; la gente non lo identificherà come personaggio di colore.;anger;disgust
m_gio049bit; andiamo.;italian;happiness; Andiamo!;anger;happiness
m_gio056ait;Grazie non ho altre domande.;italian;happiness; Grazie, non ho altre domande.;sadness;anger
m_gio058ait;Signor Wheeler è magnifico e straordinario.;italian;happiness; Signor Wheeler, lei è magnifico, è straordinario.;happiness;happiness
m_gio062ait;Capisco la tua logica. Mezzo cappucino in arrivo.;italian;happiness; Capisco la tua logica. Mezzo cappuccino in arrivo.;happiness;fear
m_gio100ait;Queste sono le parole migliori che potevano uscire.;italian;happiness; Queste sono le parole migliori che potevano uscire;fear;anger
m_gio103ait;È questo il modo di parlare a unospite?;italian;happiness; E questo è il modo di parlare a un ospite!;anger;fear
m_gio108ait;Ho perso il conto.;italian;happiness; Ho perso il conto.;disgust;disgust
m_gio109ait;Arriverai, certo.;italian;happiness; Dai, svelto!;happiness;disgust
m_gio110ait;Non sei meno ;italian;happiness; un sei meno;sadness;fear
m_gio111ait;Ecco la seconda più grande invenzione.;italian;happiness; Ecco la seconda più grande invenzione!;anger;fear
m_gio113ait;Fantastico Larry. È meraviglioso, andremo daccordo vedrai.;italian;happiness; Fantastico Larry! È meraviglioso andremo d'accordo vedrai;happiness;happiness
m_gio114ait;È un piacere vederti.;italian;happiness; È un piacere vederti!;anger;happiness
m_gio115ait;Guarda che meraviglia.;italian;happiness; Guarda che meraviglia!;anger;anger
m_gio116ait;L’hai centrato!;italian;happiness; L'hai centrato!;anger;anger
m_gio117ait;Sei un grande!;italian;happiness; Sei un grande!;happiness;happiness
m_gio118ait;Dave tu hai una vaga idea di che storia di successo sei diventato.;italian;happiness; David, tu hai una vaga idea di che storia di successo sei diventato.;sadness;happiness
m_gio119ait;Però tu Jimmy, guardi Brenda come se volessi staccarli il naso e farglielo mangiare.;italian;happiness; Però, tu Jimmy, guardi Brendan come se volessi staccarli in naso e farglielo mangiare.;fear;fear
m_gio120ait;Non no no, stai fresca figurati ;italian;happiness; No, no, no, stai fresca, figurati.;disgust;fear
m_gio121ait;Stava andando verso la sua macchina per tornare a casa.;italian;happiness; Stava andando verso la sua macchina per tornare a casa!;anger;disgust
m_gio122ait;Forse c'è una critica.;italian;happiness; forse c'è una critica.;disgust;disgust
m_gio123ait;Credevo che il paradiso fosse avere dei bambini.;italian;happiness; Credevo che il paradiso fosse avere dei bambini.;fear;anger
m_gio124ait;Ah sì diceva così.;italian;happiness; Ah sì? Diceva così, eh?;disgust;disgust
m_gio125ait;Signora mi dispiace ma temo che ci sia un malinteso.;italian;happiness; Signora mi dispiace ma temo che ci sia un malinteso.;sadness;sadness
m_gio127ait;Non sta mai seduta calma per un momento.;italian;happiness; Non sta mai seduta, calma per un momento.;disgust;disgust
m_gio128ait;No lo so perché.;italian;happiness; Non lo so, perché?;disgust;disgust
m_gio129ait;Mi sente un po' sciocco a dargliela di persona.;italian;happiness; Mi sento un po' sciocco a dargliela di persona.;happiness;happiness
m_gio130ait;Non è così, l’ho usato, soltanto per ripulire.;italian;happiness; Non è così, l'ho usato solo per ripulire.;disgust;disgust
m_gio132ait;Te ricordi che stavo solo scherzando.;italian;happiness; Guardi che stavo solo scherzando!;anger;happiness
m_gio133ait;C’ha creduto eh! non era male ;italian;happiness; Ci hai creduto eh? Non è male!;anger;anger
m_gio134ait;Ok lo conosco il tipo.;italian;happiness; Ok, lo conosco il tipo.;disgust;disgust
m_gio135ait;Ah  devo occuparmi di una ragazza.;italian;happiness; Ah, devo occuparmi di una ragazza!;anger;fear
m_gio136ait;Senza cielo ciò ne doveo immaginarme.;italian;happiness; Sento cielo, dovevo immaginarmi!;anger;disgust
m_gio137ait; grazie signora.;italian;happiness; Ah, grazie signore.;sadness;disgust
m_gio138ait;Su questo non ci piove.;italian;happiness; Su questo non ci piove.;anger;sadness
m_gio139ait;Il vecchio Don è inutile come le tete su un cinghiale maschio.;italian;happiness; Il vecchio Don è inutile come le tette su un cinghiale maschio.;disgust;disgust
m_gio140ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.;italian;happiness; Tutti hanno un'idea personale di quello che credono sia il paradiso.;sadness;sadness
m_rab002ait;Una passeggiata.;italian;anger; Una passeggiata!;anger;disgust
m_rab002bit;Tutto qui? Una passeggiata.;italian;anger; Tutto qui è una passeggiata!;anger;anger
m_rab006ait;È stato fatto per te.;italian;anger; È stato fatto per te!;anger;disgust
m_rab006bit;Perché tu potesti salvarti.;italian;anger; Perché tu potessi salvarti?;anger;disgust
m_rab006cit;È stato fatto per amore.;italian;anger; È stato fatto per amore!;anger;disgust
m_rab007ait;Ho avuto il premio per la mia esibizione.;italian;anger; Ho avuto il premio per la mia esibizione.;fear;happiness
m_rab009ait;Credi che me lo avrebbero dato se fossi stato cosí.;italian;anger; Credi che me lo avrebbero dato se fossi stato sano?;anger;anger
m_rab010bit;E questo mi fa incazzare di bruto.;italian;anger; E questo mi fa incazzare di brutto!;anger;disgust
m_rab019cit;Se poi continuate a somministrarcele queste belle idiozie liberali.;italian;anger; E voi continuate a somministrarcene queste belle idiozie liberali!;anger;happiness
m_rab019dit;Tutti si voltano dall’altra parte mentre il paese sta marcendo dal didentro.;italian;anger; Tutti si voltano dall'altra parte mentre il paese sta marcendo dal di dentro.;fear;anger
m_rab019fit;Centotrentanni! Ma quanto tempo gli serve per riuscire ad integrarsi?;italian;anger; 130 anni fa quanto tempo gli serve per riuscire a integrarsi?;anger;anger
m_rab020ait;Non sono più un bambino di quattordici anni lo sai.;italian;anger; Non sono più un bambino di 14 anni, lo sai?;anger;sadness
m_rab021ait;Zitti! Cazzo!;italian;anger; SITTI, C***O!;anger;happiness
m_rab021bit;È di mia figlia che si stà parlando.;italian;anger; E' di mia figlia che si sta parlando!;anger;fear
m_rab021cit;Dovete stare zitti!;italian;anger; Dovete stare zitti!;anger;anger
m_rab022ait;Che diavolo c'ero venuto a fare.;italian;anger; Che diavolo ce ne ho venuto a fare!;happiness;disgust
m_rab045ait;Ma si guardi cazzo, lei è uno sposto.;italian;anger; Ma se guardi cazzo lei è uno spostato;fear;disgust
m_rab045bit;Da lezioni ha me sulla vita.;italian;anger; da lezioni a me sulla vita.;sadness;sadness
m_rab046ait;Esatto è morta cazzo. Sua moglie creppa e lei s’incassa le sue fiscie e va via.;italian;anger; Esatto, è morta, cazzo! Sua moglie crepa e lei in casa le sue fischie e se ne va via!;fear;sadness
m_rab047ait;L’ha persa. Ha perso una grossa mano. Molte persone perdono una mano come questa ma hanno il fegato di ritornare in pista.;italian;anger; L'ha persa, ha perso la grossa mano! Molte persone perdono una mano come questa, ma hanno il fegato di ritornare in pista!;disgust;disgust
m_rab050ait;Ma perché credi che faccia così Jerry? Ti hè venuto il sospetto cazzo.;italian;anger; Ma perché credi che faccia così, Jerry? Ti è venuto il sospetto, cazzo!;anger;disgust
m_rab053cit;E tu e i tuoi colleghi mi vedete come un caso pietoso.;italian;anger; E tu e i tuoi colleghi mi vedete come un caso pietoso!;happiness;disgust
m_rab055ait;Io non te biasimo! Quio non si parla di te cazzone di un matematico.;italian;anger; Io non ti biasimo! Qui non si parla di te, cazzone di un matematico!;anger;anger
m_rab055bit;È un bravo ragazzo!;italian;anger; È un bravo ragazzo!;happiness;anger
m_rab055cit;Ve io non lascerò che tu lo faccia brandelli come ha cercato di fare a brandelli me ora.;italian;anger; E io non lascerò che tu lo faccia a Brandelli come hai cercato di fare a Brandelli me ora!;anger;fear
m_rab055dit;Non lascerò che tu lo faccia sentire un fallito.;italian;anger; Non lascerò che tu lo faccia sentire un fallito!;anger;disgust
m_rab064bit;Io torno a casa quando o finite non un istante prima. È chiaro!?;italian;anger; Io torno a casa quando finite, non un istante prima, è chiaro?;fear;anger
m_rab067ait;O ti faccio a ffettine con questo!;italian;anger; o ti faccio affettine con questo!;happiness;anger
m_rab070ait;E allora perché non mi dici quello che stai pensando!;italian;anger; E allora perché non mi dici quello che stai pensando?;fear;happiness
m_rab084ait;E invece dovresti chiederlo!;italian;anger; E invece dovresti chiederlo!;happiness;happiness
m_rab087ait;Non mi interessa se lo ami!;italian;anger; Non mi interessa se lo ami!;anger;anger
m_rab089bit;C'è un autobus piano di morti!;italian;anger; C'è un autobus pieno di morti!;anger;anger
m_rab096bit;Io voglio fare il medico questo non è un gioco per me.;italian;anger; Io voglio fare il medico, questo non è un gioco per me!;anger;fear
m_rab097ait;Questo non è un passatempo.;italian;anger; Questo non è un passatempo!;anger;disgust
m_rab097bit;Questa è una cosa molto seria.;italian;anger; Questa è una cosa molto seria!;anger;fear
m_rab102bit;Deve solo controllare che la sua testa sia un cazzo e stia attaccata al collo.;italian;anger; Deve solo controllare che la sua testa sia un cazzo e stia attaccata al collo!;anger;fear
m_rab115ait;Un incontro interrotto dall’arbitro fa pena.;italian;anger; Un incontro interrotto dall'arbitro? Fa pena!;anger;fear
m_rab121ait;Cosa vorrebbe dire.;italian;anger; Cosa vorrebbe dire?;fear;fear
m_tri001ait;Ci può sentire.;italian;sadness; Ti fa sentire.;disgust;disgust
m_tri001bit;Così solo, sai fare del male a qualcuno.;italian;sadness; Così solo sai fare a te male qualcuno.;happiness;disgust
m_tri002ait;Ti fà sentire e come.;italian;sadness; ti fa sentire come...;happiness;happiness
m_tri002bit;Un alieno.;italian;sadness; Un alliello!;anger;disgust
m_tri004ait;Quando sono uscito di galera.;italian;sadness; quando sono uscito di Calera.;sadness;disgust
m_tri004bit;Sai dopo ;italian;sadness; Sai dopo.;sadness;fear
m_tri004eit;Che per me quando ero in prigione.;italian;sadness; che per me quando ero in prigione.;anger;disgust
m_tri005ait;Le volevo bene.;italian;sadness; voleva bene;anger;happiness
m_tri005bit;Soprattutto.;italian;sadness; Soprattutto...;sadness;disgust
m_tri005cit;Perché a quel tavolo di cucina quella sera.;italian;sadness; perché a quel tavolo di cucina quella sera...;happiness;disgust
m_tri005dit;Era come se fossimo le ultime due pessone sulla terra.;italian;sadness; Era come se fossimo le ultime due persone sulla terra.;sadness;disgust
m_tri005eit;Rifiutati.;italian;sadness; rifiutati;sadness;disgust
m_tri006ait;Io voglio solo abbracciarla un’ultima volta.;italian;sadness; Io voglio solo abbracciarla un'ultima volta.;fear;fear
m_tri007ait;Verso le otto.;italian;sadness; Verso le otto.;disgust;disgust
m_tri008ait;E dovevamo partire domeni.;italian;sadness; dovevamo partire domenica;happiness;fear
m_tri008bit;Dovevamo sposarci appena arrivati.;italian;sadness; Dovevamo sposarci appena arrivati.;happiness;happiness
m_tri008cit;Era questo il piano.;italian;sadness; E' da questo il piano.;sadness;fear
m_tri009ait;Io l’amavo da more.;italian;sadness; Io l'ammavo da morire.;fear;sadness
m_tri009bit;Non amerò nessun’altra così.;italian;sadness; Non avrò nessun'altra così.;disgust;disgust
m_tri009cit;Succede una volta sola.;italian;sadness; succede una volta sola;sadness;disgust
m_tri011ait;Però adesso ha deciso di morire.;italian;sadness; Però adesso ho deciso di morire.;disgust;disgust
m_tri011bit;E invece voglio solo tenerlo con me.;italian;sadness; Invece io voglio solo teressa con me.;fear;happiness
m_tri011cit;Le giuro su mio padre che sono.;italian;sadness; Le giuro su mio padre che so.;happiness;sadness
m_tri011dit;So che sarebbe peccato mortale farlo.;italian;sadness; Lo so che sarebbe peccato mortale farlo.;disgust;disgust
m_tri011eit;Però ttenerla in vita è come ucciderla.;italian;sadness; Però tenerla in vita è come ucciderla.;disgust;disgust
m_tri011fit;Capisce Padre.;italian;sadness; Capisco, padre.;disgust;fear
m_tri011git;Che cosa bisogna fare.;italian;sadness; Che cosa bisogna fare?;disgust;happiness
m_tri012ait;Sono andato a trovarla stamattina.;italian;sadness; Sono andato a troverla stamattina.;happiness;happiness
m_tri012bit;Ho visto che tu non c’eri.;italian;sadness; Ho visto che tu non c'eri.;fear;fear
m_tri014ait;Beh forse tu non le firmerai.;italian;sadness; Beh, forse tu non li filmerai.;disgust;disgust
m_tri014bit;Forse tu mi darai un po' di tempo.;italian;sadness; Forse tu mi darei un po' di tempo.;fear;fear
m_tri014cit;Ed io cercherò di trovare una soluzione.;italian;sadness; e io cercherò di trovare una soluzione.;fear;sadness
m_tri015ait;Qualunque cosa tu faccia Rosen ha ragione su un punto.;italian;sadness; Qualunque cosa tu faccia, Rosina ragione c'è un punto.;disgust;fear
m_tri015cit;Non sei più al sicuro con me.;italian;sadness; Non sei più al sicuro con me.;fear;fear
m_tri016ait;Non lo so.;italian;sadness; Non lo so;disgust;disgust
m_tri016bit;Forsé il dottor Rosen può accompagnarti da tua madre.;italian;sadness; Forse il dottor Rosen può accompagnarti da tua madre.;anger;anger
m_tri025ait;Poi una sera scopre di aver commesso uno sbaglio con uno di loro.;italian;sadness; Poi una sera scopre di aver commesso uno sbaglio con uno di loro.;fear;fear
m_tri026ait;Quel momento non fa che pensare a lui, non può dimenticare.;italian;sadness; E quel momento non fa che pensare a lui, non può dimenticare.;disgust;disgust
m_tri028ait;Lui non è più la stessa persona di una volta.;italian;sadness; Lui non è più la stessa persona di una volta.;disgust;disgust
m_tri028bit;A sua moglie non piace la persona che lui è diventata.;italian;sadness; e a sua moglie non piace la persona che lui è diventato.;fear;disgust
m_tri029ait;A malappena si parlano. Ormai sono due strani.;italian;sadness; A malapena si parlano ormai, sono due strane.;sadness;sadness
m_tri029bit;E poi un giorno Malcom incontra un bambino meraviglioso.;italian;sadness; E poi un giorno Malcolm incontra un bambino meraviglioso.;fear;sadness
m_tri030ait;Malcom decide di tentare di aiutare questo bambino.;italian;sadness; e Malcolm decide di tentare di aiutare questo bambino.;anger;fear
m_tri030bit;Perché sente che …;italian;sadness; perché sente che;disgust;disgust
m_tri030cit;… sarebbe come aiutare anche quell'altro.;italian;sadness; Sarebbe come aiutare anche quell'altro.;happiness;happiness
m_tri038ait;Devi renderti conto che quando io ero piccolo lui era più spesso via che a casa.;italian;sadness; Devi renderti conto che quando io ero piccolo lui era più spesso via che a casa.;fear;fear
m_tri038bit;Tanto che io cominciai a pensare che avessi una seconda vita altrove.;italian;sadness; Tanto che io cominciai a pensare che avesse una seconda vita altrove.;sadness;sadness
m_tri039ait;Un'altra famiglia.;italian;sadness; un'altra famiglia.;fear;fear
m_tri041ait;Comunque sia lui preferisce la sua seconda vita.;italian;sadness; Comunque sia lui preferisce la sua seconda vita.;disgust;disgust
